Title,Description,Price,Rating,Reviews,URL
BenQ 22 inch Full HD LED Backlit IPS Panel Monitor (GW2283),Panel Type: IPS Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Inbuilt Speaker; Brightness: 250 nits; Response Time: 5 ms | Refresh Rate: 60 Hz; HDMI Ports - 2; 36 Months from the Date of Invoice (DOP),"₹7,979",295 Ratings,68 Reviews,https://www.flipkart.com/benq-22-inch-full-hd-led-backlit-ips-panel-monitor-gw2283/p/itmfc9kkp8maqfyr?pid=MONFC9KKZ4Q2BH9U&lid=LSTMONFC9KKZ4Q2BH9UHH390W&marketplace=FLIPKART&srno=s_2_31&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFC9KKZ4Q2BH9U.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
HP 18.5 inch HD LED Backlit TN Panel Monitor (19KA),Panel Type: TN Panel; Screen Resolution Type: HD; VGA Support; Brightness: 200 nits; Response Time: 5 ms | Refresh Rate: 60 Hz; 3 Years Onsite Warranty,"₹4,999","1,245 Ratings",201 Reviews,https://www.flipkart.com/hp-18-5-inch-hd-led-backlit-tn-panel-monitor-19ka/p/itm0202c41395056?pid=MONEKCVYCUWGFD67&lid=LSTMONEKCVYCUWGFD675BSLWM&marketplace=FLIPKART&srno=s_2_32&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONEKCVYCUWGFD67.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
Dell 19.5 inch HD Monitor (D2020H),Screen Resolution Type: HD; VGA Support; Response Time: 5 ms; HDMI Ports - 1; 3 YEARS DELL INDIA WARRANTY,"₹5,299",127 Ratings,16 Reviews,https://www.flipkart.com/dell-19-5-inch-hd-monitor-d2020h/p/itme05fdd6a6578a?pid=MONFNNMFPZ6BPWSM&lid=LSTMONFNNMFPZ6BPWSMZ37TT8&marketplace=FLIPKART&srno=s_2_33&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFNNMFPZ6BPWSM.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
HP 23.8 inch Full HD LED Backlit IPS Panel Monitor (24FW),Panel Type: IPS Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Inbuilt Speaker; Brightness: 300 nits; Response Time: 5 ms | Refresh Rate: 75 Hz; HDMI Ports - 1; 3 Years Limited Warranty,"₹12,999",358 Ratings,81 Reviews,https://www.flipkart.com/hp-23-8-inch-full-hd-led-backlit-ips-panel-monitor-24fw/p/itmf79c2828c13cf?pid=MONFEHVVTF4PRX5C&lid=LSTMONFEHVVTF4PRX5COVXCF5&marketplace=FLIPKART&srno=s_2_34&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFEHVVTF4PRX5C.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
Lenovo 21.5 inch Full HD TN Panel Monitor (D22-20),Panel Type: TN Panel; Screen Resolution Type: Full HD; Response Time: 5 ms; 3 Years Manufacturer Warranty,"₹5,899",29 Ratings,4 Reviews,https://www.flipkart.com/lenovo-21-5-inch-full-hd-tn-panel-monitor-d22-20/p/itm20e0b86f30915?pid=MONFV5HRW6BVAJF8&lid=LSTMONFV5HRW6BVAJF8AYX4CN&marketplace=FLIPKART&srno=s_2_35&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFV5HRW6BVAJF8.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
LG 18.5 inch HD LED Backlit TN Panel Monitor (19M38HB-B.BTRS),Panel Type: TN Panel; Screen Resolution Type: HD; VGA Support | HDMI; Brightness: 200 nits; Response Time: 5 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; 3 Years Onsite Warranty,"₹5,900",780 Ratings,136 Reviews,https://www.flipkart.com/lg-18-5-inch-hd-led-backlit-tn-panel-monitor-19m38hb-b-btrs/p/itmcabfe28fa1603?pid=MONF4WBNPAADGXQV&lid=LSTMONF4WBNPAADGXQVPWTVBZ&marketplace=FLIPKART&srno=s_2_36&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONF4WBNPAADGXQV.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
Acer 27 inch Full HD IPS Panel Monitor (HA270),Panel Type: IPS Panel; Screen Resolution Type: Full HD; Brightness: 250 nits; Response Time: 4 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; 3 Years on Site,"₹12,799",45 Ratings,12 Reviews,https://www.flipkart.com/acer-27-inch-full-hd-ips-panel-monitor-ha270/p/itmfdfdjvfyzuyws?pid=MONFDFDJ6DG7X6YC&lid=LSTMONFDFDJ6DG7X6YCVFRPEE&marketplace=FLIPKART&srno=s_2_37&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFDFDJ6DG7X6YC.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
LG 18.5 inches HD LED Backlit TN Panel Monitor (19M38AB),Panel Type: TN Panel; Screen Resolution Type: HD; VGA Support; Brightness: 200 nits; Response Time: 5 ms | Refresh Rate: 60 Hz; 3 Years Onsite Warranty,"₹4,799","4,145 Ratings",653 Reviews,https://www.flipkart.com/lg-18-5-inches-hd-led-backlit-tn-panel-monitor-19m38ab/p/itmeuchf5jfmqw8x?pid=MONEUCHFCQUFRSPD&lid=LSTMONEUCHFCQUFRSPDXOHRSV&marketplace=FLIPKART&srno=s_2_38&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONEUCHFCQUFRSPD.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
BenQ 23.8 inch Full HD LED Backlit IPS Panel Monitor (GW2480T),Panel Type: IPS Panel; Screen Resolution Type: Full HD; Brightness: 250 Nits; Response Time: 5 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; 39 Months from the Date of Manufacturing or 36 Months from the Date of Invoice (POP) whichever is Earlier,"₹12,299",,,https://www.flipkart.com/benq-23-8-inch-full-hd-led-backlit-ips-panel-monitor-gw2480t/p/itm51e878142e2cb?pid=MONFUXPNAZMQBG57&lid=LSTMONFUXPNAZMQBG57I8ESTN&marketplace=FLIPKART&srno=s_2_39&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFUXPNAZMQBG57.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
HP 21.5 inch Full HD IPS Panel Monitor (22m),Panel Type: IPS Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Brightness: 250 nits; Response Time: 5 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; 3 Year Limited Warranty,"₹7,749",629 Ratings,108 Reviews,https://www.flipkart.com/hp-21-5-inch-full-hd-ips-panel-monitor-22m/p/itmfh88r7jqhunfw?pid=MONFH88RQWEQWFPD&lid=LSTMONFH88RQWEQWFPDYVYZE7&marketplace=FLIPKART&srno=s_2_40&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFH88RQWEQWFPD.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
Acer 18.5 inch HD LED Backlit TN Panel Monitor (19CX1Q),Panel Type: TN Panel; Screen Resolution Type: HD; VGA Support; Brightness: 200 nits; Response Time: 5 ms | Refresh Rate: 60 Hz; 3 Years Warranty,"₹4,299",112 Ratings,17 Reviews,https://www.flipkart.com/acer-18-5-inch-hd-led-backlit-tn-panel-monitor-19cx1q/p/itmd9af9b0c15de6?pid=MONFN5NGHZAN9HJZ&lid=LSTMONFN5NGHZAN9HJZLASC4K&marketplace=FLIPKART&srno=s_2_41&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFN5NGHZAN9HJZ.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
consistent 15.4 inch Full HD Monitor (ctm1506),Screen Resolution Type: Full HD; Response Time: 5 ms; service center,"₹2,902",145 Ratings,27 Reviews,https://www.flipkart.com/consistent-15-4-inch-full-hd-monitor-ctm1506/p/itmffsn99udzybyp?pid=MONFFRYTBSGMGYJX&lid=LSTMONFFRYTBSGMGYJXMNO0QD&marketplace=FLIPKART&srno=s_2_42&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFFRYTBSGMGYJX.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
Acer 23.8 inch Full HD LED Backlit IPS Panel Gaming Monitor (VG240Y),Panel Type: IPS Panel; Screen Resolution Type: Full HD; HDMI; Brightness: 250 nits; Response Time: 1 ms | Refresh Rate: 75 Hz; HDMI Ports - 2; 3 Years Warranty,"₹12,499",207 Ratings,36 Reviews,https://www.flipkart.com/acer-23-8-inch-full-hd-led-backlit-ips-panel-gaming-monitor-vg240y/p/itmbd77bf1bbbf38?pid=MONFN5NGNQK6JQFZ&lid=LSTMONFN5NGNQK6JQFZS5YRXS&marketplace=FLIPKART&srno=s_2_43&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFN5NGNQK6JQFZ.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
Samsung 24 inch Full HD LED Backlit IPS Panel Monitor (LS24R350FHEXXS),Panel Type: IPS Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Brightness: 200 nits; Response Time: 5 ms; 3 YEARS,"₹10,790",76 Ratings,16 Reviews,https://www.flipkart.com/samsung-24-inch-full-hd-led-backlit-ips-panel-monitor-ls24r350fhexxs/p/itm0da11c16e1c1f?pid=MONFZE7SWUT7MNE8&lid=LSTMONFZE7SWUT7MNE8IMISQY&marketplace=FLIPKART&srno=s_2_44&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFZE7SWUT7MNE8.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
Lenovo 23.6 inch Full HD TN Panel Gaming Monitor (D24-10),Panel Type: TN Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Brightness: 250 nits; Anti-Glare Screen; Response Time: 1 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; 3 Years Warranty,"₹6,999",27 Ratings,2 Reviews,https://www.flipkart.com/lenovo-23-6-inch-full-hd-tn-panel-gaming-monitor-d24-10/p/itm83118d05dda03?pid=MONFMFY4FHHYSRVT&lid=LSTMONFMFY4FHHYSRVTR3NCEF&marketplace=FLIPKART&srno=s_2_45&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFMFY4FHHYSRVT.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
Lenovo 23.8 inch Full HD VA Panel Monitor (D24-20),Panel Type: VA Panel; Screen Resolution Type: Full HD; Response Time: 4 ms; 3 Years Manufacturer Warranty,"₹7,999",4 Ratings,0 Reviews,https://www.flipkart.com/lenovo-23-8-inch-full-hd-va-panel-monitor-d24-20/p/itm8f8c6bfc86fb5?pid=MONFV5HRNF4QFVG4&lid=LSTMONFV5HRNF4QFVG4ATFEMN&marketplace=FLIPKART&srno=s_2_46&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFV5HRNF4QFVG4.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
LG 27 inch Full HD Gaming Monitor (27MK400H),Screen Resolution Type: Full HD; Response Time: 0.5 ms; NA,"₹9,999",15 Ratings,3 Reviews,https://www.flipkart.com/lg-27-inch-full-hd-gaming-monitor-27mk400h/p/itmd5e4ad67c0f24?pid=MONFKGZWBBN6H8CG&lid=LSTMONFKGZWBBN6H8CGFOUTTK&marketplace=FLIPKART&srno=s_2_47&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFKGZWBBN6H8CG.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
Frontech 18.5 inch HD Monitor (1988),Screen Resolution Type: HD; Response Time: 4 ms; 1 YEAR,"₹4,999",3 Ratings,0 Reviews,https://www.flipkart.com/frontech-18-5-inch-hd-monitor-1988/p/itmb80d3d7fdeb40?pid=MONFPY9ZHPZG2NPU&lid=LSTMONFPY9ZHPZG2NPU7QT8S8&marketplace=FLIPKART&srno=s_2_48&otracker=search&fm=organic&iid=7af956ea-29ac-4af6-a733-90e0e5e39341.MONFPY9ZHPZG2NPU.SEARCH&ssid=unq24cjwk00000001604940579213&qH=08b5411f848a2581
HP 27 inch Full HD LED Backlit IPS Panel Monitor (27m),Panel Type: IPS Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Brightness: 250 nits; Response Time: 5 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; 3 Years Warranty Provided by the Manufacturer from Date of Purchase,"₹14,999",10 Ratings,2 Reviews,https://www.flipkart.com/hp-27-inch-full-hd-led-backlit-ips-panel-monitor-27m/p/itm7ccc2ef38c6a0?pid=MONFZBYQWZEYBASE&lid=LSTMONFZBYQWZEYBASEXYH86I&marketplace=FLIPKART&srno=s_3_49&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFZBYQWZEYBASE.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
Lenovo 23.8 inch Full HD IPS Panel Monitor (L24i-10),Panel Type: IPS Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Brightness: 250 nits; Response Time: 4 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; 3 Years Manufacturer Warranty,"₹10,999",36 Ratings,6 Reviews,https://www.flipkart.com/lenovo-23-8-inch-full-hd-ips-panel-monitor-l24i-10/p/itmffwdebd9nhxth?pid=MONFNV4KU9FY2HAD&lid=LSTMONFNV4KU9FY2HAD3JIZGZ&marketplace=FLIPKART&srno=s_3_50&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFNV4KU9FY2HAD.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
Samsung 22 inch Full HD IPS Panel Monitor (S22R350FHN),Panel Type: IPS Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Brightness: 250 nits; Response Time: 5 ms; HDMI Ports - 1; 3 Year Domestic Warranty,"₹8,569",11 Ratings,2 Reviews,https://www.flipkart.com/samsung-22-inch-full-hd-ips-panel-monitor-s22r350fhn/p/itmae55636647d9a?pid=MONFVTZYJMNKY3RM&lid=LSTMONFVTZYJMNKY3RMHCZY4E&marketplace=FLIPKART&srno=s_3_51&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFVTZYJMNKY3RM.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
HP 23.8 inch Full HD LED Backlit IPS Panel Monitor (24Mh),Panel Type: IPS Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Inbuilt Speaker; Brightness: 250 nits; Anti-Glare Screen; Response Time: 5 ms | Refresh Rate: 75 Hz; HDMI Ports - 1; 3 Years Warranty Provided by the Manufacturer from Date of Purchase,"₹11,499",7 Ratings,1 Reviews,https://www.flipkart.com/hp-23-8-inch-full-hd-led-backlit-ips-panel-monitor-24mh/p/itm023d7dc9d13ee?pid=MONFUXZQHPAANEGE&lid=LSTMONFUXZQHPAANEGERSCZQT&marketplace=FLIPKART&srno=s_3_52&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFUXZQHPAANEGE.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
"Lapcare 15.4 inch HD Monitor (15.4"" Slim 720p HD LED Backlit Computer Monitor (VGA + HDMI))",Screen Resolution Type: HD; VGA Support | HDMI; Brightness: 270 nits; Response Time: 16 ms; HDMI Ports - 1; 1 year Domestic Warranty,"₹3,525",3 Ratings,0 Reviews,https://www.flipkart.com/lapcare-15-4-inch-hd-monitor-15-4-slim-720p-led-backlit-computer-vga-hdmi/p/itmbf86cb51a37ea?pid=MONFKGR6BN8VVBG4&lid=LSTMONFKGR6BN8VVBG4J2R4K5&marketplace=FLIPKART&srno=s_3_53&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFKGR6BN8VVBG4.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
Dell 22 inch Full HD IPS Panel Monitor (E2219HN),Panel Type: IPS Panel; Screen Resolution Type: Full HD; Brightness: 250 nits; Response Time: 14 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; 3 Years Warranty,"₹6,999",33 Ratings,4 Reviews,https://www.flipkart.com/dell-22-inch-full-hd-ips-panel-monitor-e2219hn/p/itma07ab576adace?pid=MONFRQC8V5MGYVJZ&lid=LSTMONFRQC8V5MGYVJZCQQMGO&marketplace=FLIPKART&srno=s_3_54&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFRQC8V5MGYVJZ.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
AOC 18.5 inch HD LED Backlit TN Panel Monitor (e970Swnl),"Panel Type: TN Panel; Screen Resolution Type: HD; VGA Support; Brightness: 200 nits; Response Time: 5 ms; 3 Years (36 Months) from Date of Purchase Mentioned in the Purchase Invoice or 39 Months from the Date of Manufacturing, Whichever is Earlier.","₹4,476",621 Ratings,97 Reviews,https://www.flipkart.com/aoc-18-5-inch-hd-led-backlit-tn-panel-monitor-e970swnl/p/itm6d941a260d738?pid=MONDUDCYQJ4VRX9W&lid=LSTMONDUDCYQJ4VRX9W9RURAI&marketplace=FLIPKART&srno=s_3_55&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONDUDCYQJ4VRX9W.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
Lenovo 23.8 inch Full HD VA Panel Monitor (L24e-20),Panel Type: VA Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Brightness: 250 nits; Response Time: 4 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; 3 Years Warranty,"₹8,499",72 Ratings,16 Reviews,https://www.flipkart.com/lenovo-23-8-inch-full-hd-va-panel-monitor-l24e-20/p/itm6412228259375?pid=MONFMFY4VAKFPNKY&lid=LSTMONFMFY4VAKFPNKYPIJWKQ&marketplace=FLIPKART&srno=s_3_56&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFMFY4VAKFPNKY.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
Lenovo 21.5 inch Full HD LED Backlit VA Panel Monitor (S22e-19),Panel Type: VA Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Brightness: 250 nits; Response Time: 6 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; Carry on service center,"₹6,999",110 Ratings,19 Reviews,https://www.flipkart.com/lenovo-21-5-inch-full-hd-led-backlit-va-panel-monitor-s22e-19/p/itmfc4u5vqgmepcx?pid=MONFCYVFNAQD7PMC&lid=LSTMONFCYVFNAQD7PMC2JLRDS&marketplace=FLIPKART&srno=s_3_57&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFCYVFNAQD7PMC.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
Asus 24.5 inch Full HD LED Backlit IPS Panel Gaming Monitor (VG259Q),Panel Type: IPS Panel; Screen Resolution Type: Full HD; HDMI; Inbuilt Speaker; Brightness: 400 nits; Response Time: 1 ms | Refresh Rate: 144 Hz; HDMI Ports - 2; 3 Years for Casing & Panel & 1 Year for Parts & Accessories (Cables & Bundle Gift Excluded),"₹22,999",1 Ratings,1 Reviews,https://www.flipkart.com/asus-24-5-inch-full-hd-led-backlit-ips-panel-gaming-monitor-vg259q/p/itmf1e78a17e31f3?pid=MONFPHKVP8V3YH4P&lid=LSTMONFPHKVP8V3YH4PJYXBAJ&marketplace=FLIPKART&srno=s_3_58&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFPHKVP8V3YH4P.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
AOC 19.5 inch Full HD Monitor (19.5 inch Full HD Monitor E2070(SWHN)),Screen Resolution Type: Full HD; Response Time: 5 ms; 3 Year Warranty,"₹5,299",10 Ratings,0 Reviews,https://www.flipkart.com/aoc-19-5-inch-full-hd-monitor-19-5-e2070-swhn/p/itmfc08cc2e65cdd?pid=MONFHAWH9UZQPBGT&lid=LSTMONFHAWH9UZQPBGTOBRJVX&marketplace=FLIPKART&srno=s_3_59&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFHAWH9UZQPBGT.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
Zebronics 18 inch HD LED Backlit Monitor (ZEB A18 LED),Screen Resolution Type: HD; VGA Support | HDMI; Response Time: 7 ms; Company Direct Warrenty,"₹4,700",22 Ratings,2 Reviews,https://www.flipkart.com/zebronics-18-inch-hd-led-backlit-monitor-zeb-a18-led/p/itmfah8h27zfukvv?pid=MONFAH2XVVF6EEWF&lid=LSTMONFAH2XVVF6EEWFJATBOT&marketplace=FLIPKART&srno=s_3_60&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFAH2XVVF6EEWF.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
HP 21.5 inch Full HD LED Backlit TN Panel Monitor (22YH),Panel Type: TN Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Brightness: 250 nits; Response Time: 5 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; 3 Years Limited Warranty,"₹6,399",578 Ratings,95 Reviews,https://www.flipkart.com/hp-21-5-inch-full-hd-led-backlit-tn-panel-monitor-22yh/p/itmf6tysuxp6ejgg?pid=MONF6TYSZ78UGZZU&lid=LSTMONF6TYSZ78UGZZUBQ0TOK&marketplace=FLIPKART&srno=s_3_61&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONF6TYSZ78UGZZU.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
Dell 18.5 inch HD LED Backlit TN Panel Monitor (D1918H),Panel Type: TN Panel; Screen Resolution Type: HD; VGA Support | HDMI; Brightness: 200 nits; Response Time: 5 ms; HDMI Ports - 1; 1 YEAR MANUFACTURER WARRANTY,"₹5,850",82 Ratings,11 Reviews,https://www.flipkart.com/dell-18-5-inch-hd-led-backlit-tn-panel-monitor-d1918h/p/itmfdfnjvhkup2y8?pid=MONFDY9WQSW4HA9E&lid=LSTMONFDY9WQSW4HA9EMGEU40&marketplace=FLIPKART&srno=s_3_62&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFDY9WQSW4HA9E.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
BenQ 27 inch Full HD LED Backlit IPS Panel Monitor (GW2780),Panel Type: IPS Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Inbuilt Speaker; Brightness: 250 nits; Response Time: 5 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; 3 Years Warranty,"₹13,964",150 Ratings,31 Reviews,https://www.flipkart.com/benq-27-inch-full-hd-led-backlit-ips-panel-monitor-gw2780/p/itm1b2d1797fe4be?pid=MONEXFVGBMHHDTPG&lid=LSTMONEXFVGBMHHDTPGDKVUGW&marketplace=FLIPKART&srno=s_3_63&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONEXFVGBMHHDTPG.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
Samsung 26.5 inch Curved Full HD VA Panel Monitor (LC27F390FHWXXL),Panel Type: VA Panel; Screen Resolution Type: Full HD; HDMI; Brightness: 200 nits; Response Time: 4 ms; HDMI Ports - 1; 3,"₹14,577",33 Ratings,6 Reviews,https://www.flipkart.com/samsung-26-5-inch-curved-full-hd-va-panel-monitor-lc27f390fhwxxl/p/itmf7rb8ztsay8fa?pid=MONF7R9NWJ4FZDSE&lid=LSTMONF7R9NWJ4FZDSENAIDVF&marketplace=FLIPKART&srno=s_3_64&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONF7R9NWJ4FZDSE.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
Acer 31.5 inch Full HD LED Backlit IPS Panel Monitor (EB321HQ),Panel Type: IPS Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; Brightness: 300 nits; Response Time: 4 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; 3 Years on Site,"₹13,999",51 Ratings,10 Reviews,https://www.flipkart.com/acer-31-5-inch-full-hd-led-backlit-ips-panel-monitor-eb321hq/p/itmfdrzuyajz4nhf?pid=MONFDRZUS8J7TF3H&lid=LSTMONFDRZUS8J7TF3HE9SEJA&marketplace=FLIPKART&srno=s_3_65&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFDRZUS8J7TF3H.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
HP 23.8 inch Full HD LED Backlit IPS Panel Monitor (24y),Panel Type: IPS Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; DVI; Brightness: 250 nits; Response Time: 8 ms | Refresh Rate: 60 Hz; HDMI Ports - 1; 3 Years Warranty Provided by the Manufacturer from Date of Purchase,"₹9,399",43 Ratings,7 Reviews,https://www.flipkart.com/hp-23-8-inch-full-hd-led-backlit-ips-panel-monitor-24y/p/itma43733251d2eb?pid=MONFZAZNGHT3ENGS&lid=LSTMONFZAZNGHT3ENGSWELKWR&marketplace=FLIPKART&srno=s_3_66&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFZAZNGHT3ENGS.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
Asus 23.8 inch Full HD LED Backlit IPS Panel Gaming Monitor (VA24EHE),Panel Type: IPS Panel; Screen Resolution Type: Full HD; VGA Support | HDMI; DVI; Brightness: 250 nits; Response Time: 5 ms | Refresh Rate: 75 Hz; HDMI Ports - 1; 3 Years On-site Domestic Warranty,"₹10,999",7 Ratings,0 Reviews,https://www.flipkart.com/asus-23-8-inch-full-hd-led-backlit-ips-panel-gaming-monitor-va24ehe/p/itma356c1df28028?pid=MONFPHKVWH2KHSAD&lid=LSTMONFPHKVWH2KHSADFWCXP5&marketplace=FLIPKART&srno=s_3_67&otracker=search&fm=organic&iid=a17c2a5f-a8c6-4aa8-88f0-5cfc05d5354a.MONFPHKVWH2KHSAD.SEARCH&ssid=sjsl8pny0w0000001604940581584&qH=08b5411f848a2581
